날짜,노선,최대지연시간
2022-01-03,2호선 (내선),5분
2022-01-03,2호선 (외선),10분
2022-01-03,3호선 (상행선),5분
2022-01-03,3호선 (하행선),10분
2022-01-03,4호선 (상행선),5분
2022-01-03,4호선 (하행선),10분
2022-01-04,1호선 (상행선),10분
2022-01-04,7호선 (부천구청행),10분
2022-01-04,7호선 (부천구청행),10분
2022-01-04,7호선 (온수행),10분
2022-01-04,7호선 (온수행),10분
2022-01-05,2호선 (외선),10분
2022-01-05,3호선 (상행선),5분
2022-01-05,3호선 (하행선),5분
2022-01-05,4호선 (상행선),5분
2022-01-05,4호선 (하행선),5분
2022-01-06,2호선 (내선),10분
2022-01-06,2호선 (외선),10분
2022-01-06,2호선 (외선),5분
2022-01-06,3호선 (상행선),5분
2022-01-06,3호선 (하행선),10분
2022-01-06,4호선 (상행선),10분
2022-01-06,4호선 (하행선),10분
2022-01-06,6호선 (봉화산행),10분
2022-01-06,6호선 (봉화산행),10분
2022-01-06,6호선 (응암순환행),10분
2022-01-06,6호선 (응암순환행),10분
2022-01-07,2호선 (외선),10분
2022-01-09,4호선 (상행선),5분
2022-01-10,2호선 (외선),5분
2022-01-10,3호선 (상행선),5분
2022-01-10,3호선 (하행선),5분
2022-01-10,4호선 (상행선),5분
2022-01-10,4호선 (하행선),5분
2022-01-10,7호선 (부천구청행),10분
2022-01-10,7호선 (부천구청행),10분
2022-01-10,7호선 (온수행),10분
2022-01-10,7호선 (온수행),10분
2022-01-10,7호선 (장암행),10분
2022-01-10,7호선 (장암행),10분
2022-01-11,2호선 (외선),10분
2022-01-11,3호선 (상행선),5분
2022-01-11,3호선 (하행선),5분
2022-01-11,4호선 (상행선),10분
2022-01-11,4호선 (하행선),10분
2022-01-12,1호선 (상행선),5분
2022-01-12,1호선 (하행선),5분
2022-01-12,2호선 (외선),10분
2022-01-12,3호선 (상행선),5분
2022-01-12,3호선 (하행선),5분
2022-01-12,4호선 (상행선),5분
2022-01-12,4호선 (하행선),10분
2022-01-12,5호선 (마천행),10분
2022-01-12,5호선 (마천행),10분
2022-01-12,5호선 (상일동행),10분
2022-01-12,5호선 (상일동행),10분
2022-01-13,1호선 (상행선),10분
2022-01-13,1호선 (하행선),5분
2022-01-13,2호선 (내선),10분
2022-01-13,2호선 (외선),10분
2022-01-13,3호선 (상행선),5분
2022-01-13,3호선 (하행선),10분
2022-01-13,4호선 (상행선),5분
2022-01-13,4호선 (하행선),10분
2022-01-13,6호선 (봉화산행),10분
2022-01-13,6호선 (응암순환행),10분
2022-01-13,7호선 (장암행),10분
2022-01-14,1호선 (하행선),10분
2022-01-14,2호선 (외선),5분
2022-01-14,3호선 (상행선),5분
2022-01-14,3호선 (하행선),5분
2022-01-14,4호선 (상행선),10분
2022-01-14,4호선 (하행선),10분
2022-01-14,5호선 (마천행),10분
2022-01-14,5호선 (상일동행),10분
2022-01-17,3호선 (상행선),5분
2022-01-17,3호선 (하행선),5분
2022-01-17,4호선 (상행선),5분
2022-01-17,4호선 (하행선),10분
2022-01-18,1호선 (상행선),10분
2022-01-18,1호선 (하행선),10분
2022-01-18,2호선 (외선),5분
2022-01-18,3호선 (상행선),5분
2022-01-18,3호선 (하행선),5분
2022-01-18,4호선 (상행선),10분
2022-01-18,4호선 (하행선),10분
2022-01-19,2호선 (외선),10분
2022-01-19,3호선 (상행선),5분
2022-01-19,3호선 (하행선),10분
2022-01-19,4호선 (상행선),5분
2022-01-19,4호선 (하행선),10분
2022-01-19,5호선 (마천행),5분
2022-01-19,5호선 (상일동행),5분
2022-01-20,2호선 (내선),10분
2022-01-20,2호선 (외선),10분
2022-01-20,3호선 (상행선),5분
2022-01-20,3호선 (하행선),5분
2022-01-20,4호선 (상행선),5분
2022-01-20,4호선 (하행선),10분
2022-01-21,3호선 (상행선),5분
2022-01-21,3호선 (하행선),5분
2022-01-21,4호선 (상행선),30분
2022-01-21,4호선 (상행선),30분
2022-01-21,4호선 (하행선),30분
2022-01-21,4호선 (하행선),30분
2022-01-24,1호선 (상행선),10분
2022-01-24,1호선 (하행선),10분
2022-01-24,2호선 (외선),15분
2022-01-24,3호선 (상행선),10분
2022-01-24,3호선 (하행선),5분
2022-01-24,4호선 (상행선),10분
2022-01-24,4호선 (하행선),10분
2022-01-25,3호선 (상행선),30분
2022-01-25,3호선 (상행선),5분
2022-01-25,3호선 (하행선),30분
2022-01-25,3호선 (하행선),5분
2022-01-25,4호선 (상행선),5분
2022-01-25,4호선 (하행선),10분
2022-01-25,7호선 (장암행),10분
2022-01-26,1호선 (상행선),5분
2022-01-26,1호선 (하행선),5분
2022-01-26,2호선 (외선),10분
2022-01-26,3호선 (상행선),5분
2022-01-26,3호선 (하행선),5분
2022-01-26,4호선 (상행선),5분
2022-01-26,4호선 (하행선),5분
2022-01-27,2호선 (외선),5분
2022-01-28,3호선 (상행선),5분
2022-01-28,3호선 (하행선),5분
2022-01-28,4호선 (상행선),25분
2022-01-28,4호선 (하행선),30분
2022-01-28,7호선 (부천구청행),5분
2022-01-28,7호선 (부천구청행),5분
2022-01-28,7호선 (온수행),5분
2022-01-28,7호선 (온수행),5분
2022-01-28,7호선 (장암행),5분
2022-01-28,7호선 (장암행),5분
2022-02-01,8호선 (암사행),5분
2022-02-03,2호선 (내선),30분
2022-02-03,2호선 (외선),20분
2022-02-03,3호선 (상행선),5분
2022-02-03,3호선 (하행선),10분
2022-02-03,4호선 (상행선),10분
2022-02-03,4호선 (하행선),10분
2022-02-04,2호선 (외선),10분
2022-02-04,3호선 (상행선),5분
2022-02-04,3호선 (하행선),10분
2022-02-04,4호선 (상행선),15분
2022-02-04,4호선 (하행선),15분
2022-02-04,8호선 (암사행),10분
2022-02-07,1호선 (하행선),5분
2022-02-07,2호선 (내선),5분
2022-02-07,2호선 (외선),10분
2022-02-07,3호선 (상행선),10분
2022-02-07,3호선 (하행선),25분
2022-02-07,4호선 (상행선),25분
2022-02-07,4호선 (하행선),20분
2022-02-07,7호선 (부천구청행),10분
2022-02-07,7호선 (부천구청행),10분
2022-02-07,7호선 (온수행),10분
2022-02-07,7호선 (온수행),10분
2022-02-07,7호선 (장암행),10분
2022-02-07,7호선 (장암행),10분
2022-02-08,2호선 (외선),5분
2022-02-08,3호선 (상행선),30분
2022-02-08,3호선 (상행선),30분
2022-02-08,3호선 (하행선),30분
2022-02-08,3호선 (하행선),30분
2022-02-08,4호선 (상행선),10분
2022-02-08,4호선 (하행선),10분
2022-02-09,3호선 (상행선),5분
2022-02-09,3호선 (하행선),5분
2022-02-09,4호선 (상행선),15분
2022-02-09,4호선 (하행선),10분
2022-02-09,5호선 (마천행),15분
2022-02-09,5호선 (마천행),20분
2022-02-09,5호선 (방화행),15분
2022-02-09,5호선 (방화행),20분
2022-02-09,5호선 (상일동행),15분
2022-02-09,5호선 (상일동행),20분
2022-02-10,2호선 (외선),5분
2022-02-10,3호선 (상행선),5분
2022-02-10,3호선 (하행선),10분
2022-02-10,4호선 (상행선),10분
2022-02-10,4호선 (하행선),10분
2022-02-10,5호선 (마천행),5분
2022-02-10,5호선 (방화행),10분
2022-02-10,5호선 (상일동행),5분
2022-02-11,1호선 (상행선),10분
2022-02-11,1호선 (하행선),5분
2022-02-11,2호선 (외선),10분
2022-02-11,3호선 (상행선),30분
2022-02-11,3호선 (상행선),5분
2022-02-11,3호선 (하행선),30분
2022-02-11,3호선 (하행선),5분
2022-02-11,4호선 (상행선),30분
2022-02-11,4호선 (하행선),30분
2022-02-14,3호선 (상행선),5분
2022-02-14,3호선 (하행선),5분
2022-02-14,4호선 (상행선),10분
2022-02-14,4호선 (하행선),10분
2022-02-14,5호선 (마천행),15분
2022-02-14,5호선 (방화행),20분
2022-02-14,5호선 (상일동행),15분
2022-02-14,7호선 (장암행),10분
2022-02-15,1호선 (상행선),5분
2022-02-15,1호선 (하행선),5분
2022-02-15,2호선 (외선),5분
2022-02-15,3호선 (상행선),5분
2022-02-15,3호선 (하행선),5분
2022-02-15,4호선 (상행선),10분
2022-02-15,4호선 (하행선),10분
2022-02-15,5호선 (마천행),10분
2022-02-15,5호선 (마천행),20분
2022-02-15,5호선 (방화행),10분
2022-02-15,5호선 (방화행),20분
2022-02-15,5호선 (상일동행),25분
2022-02-15,5호선 (상일동행),20분
2022-02-16,2호선 (외선),15분
2022-02-16,5호선 (방화행),15분
2022-02-18,3호선 (상행선),10분
2022-02-18,3호선 (하행선),5분
2022-02-18,4호선 (상행선),10분
2022-02-18,4호선 (하행선),10분
2022-02-21,2호선 (외선),10분
2022-02-21,3호선 (상행선),20분
2022-02-21,3호선 (하행선),20분
2022-02-21,4호선 (상행선),15분
2022-02-21,4호선 (하행선),15분
2022-02-22,3호선 (상행선),5분
2022-02-22,3호선 (하행선),5분
2022-02-22,4호선 (상행선),10분
2022-02-22,4호선 (하행선),15분
2022-02-22,5호선 (마천행),15분
2022-02-22,5호선 (방화행),15분
2022-02-22,5호선 (상일동행),15분
2022-02-23,1호선 (상행선),5분
2022-02-23,1호선 (하행선),5분
2022-02-23,2호선 (외선),20분
2022-02-23,3호선 (상행선),5분
2022-02-23,3호선 (하행선),15분
2022-02-23,4호선 (상행선),5분
2022-02-23,4호선 (하행선),10분
2022-02-23,6호선 (봉화산행),5분
2022-02-23,6호선 (봉화산행),5분
2022-02-23,6호선 (응암순환행),5분
2022-02-23,6호선 (응암순환행),5분
2022-02-23,7호선 (부천구청행),5분
2022-02-23,7호선 (부천구청행),5분
2022-02-23,7호선 (온수행),5분
2022-02-23,7호선 (온수행),5분
2022-02-23,7호선 (장암행),5분
2022-02-23,7호선 (장암행),5분
2022-02-24,2호선 (외선),10분
2022-02-26,4호선 (상행선),5분
2022-02-26,4호선 (하행선),5분
2022-02-28,2호선 (외선),5분
2022-03-03,3호선 (상행선),5분
2022-03-03,3호선 (하행선),10분
2022-03-03,4호선 (상행선),10분
2022-03-03,4호선 (하행선),10분
2022-03-04,2호선 (외선),5분
2022-03-04,7호선 (부천구청행),5분
2022-03-04,7호선 (부천구청행),5분
2022-03-04,7호선 (온수행),5분
2022-03-04,7호선 (온수행),5분
2022-03-04,7호선 (장암행),5분
2022-03-04,7호선 (장암행),5분
2022-03-07,1호선 (상행선),10분
2022-03-07,1호선 (하행선),5분
2022-03-10,3호선 (상행선),5분
2022-03-10,3호선 (하행선),5분
2022-03-10,4호선 (상행선),5분
2022-03-10,4호선 (하행선),5분
2022-03-11,1호선 (상행선),5분
2022-03-11,1호선 (하행선),5분
2022-03-11,2호선 (외선),5분
2022-03-11,3호선 (상행선),5분
2022-03-11,3호선 (하행선),5분
2022-03-11,4호선 (상행선),10분
2022-03-11,4호선 (하행선),5분
2022-03-11,5호선 (마천행),10분
2022-03-11,5호선 (상일동행),10분
2022-03-12,7호선 (부천구청행),10분
2022-03-14,2호선 (외선),5분
2022-03-14,3호선 (상행선),5분
2022-03-14,3호선 (하행선),5분
2022-03-14,4호선 (상행선),10분
2022-03-14,4호선 (하행선),15분
2022-03-15,1호선 (상행선),5분
2022-03-15,2호선 (외선),5분
2022-03-15,7호선 (부천구청행),10분
2022-03-15,7호선 (부천구청행),10분
2022-03-15,7호선 (온수행),10분
2022-03-15,7호선 (온수행),10분
2022-03-15,7호선 (장암행),10분
2022-03-15,7호선 (장암행),10분
2022-03-16,2호선 (외선),5분
2022-03-16,8호선 (모란행),20분
2022-03-16,8호선 (암사행),20분
2022-03-18,2호선 (외선),5분
2022-03-18,3호선 (상행선),5분
2022-03-18,3호선 (하행선),10분
2022-03-18,4호선 (상행선),5분
2022-03-18,4호선 (하행선),5분
2022-03-18,5호선 (마천행),10분
2022-03-18,5호선 (마천행),15분
2022-03-18,5호선 (방화행),30분
2022-03-18,5호선 (상일동행),20분
2022-03-18,5호선 (상일동행),15분
2022-03-21,2호선 (외선),10분
2022-03-21,3호선 (상행선),5분
2022-03-21,3호선 (하행선),5분
2022-03-21,4호선 (상행선),5분
2022-03-21,4호선 (하행선),10분
2022-03-22,3호선 (상행선),10분
2022-03-22,3호선 (하행선),10분
2022-03-22,4호선 (상행선),5분
2022-03-22,4호선 (하행선),5분
2022-03-23,1호선 (하행선),5분
2022-03-23,2호선 (외선),5분
2022-03-23,3호선 (상행선),5분
2022-03-23,3호선 (하행선),5분
2022-03-23,4호선 (상행선),5분
2022-03-23,4호선 (하행선),10분
2022-03-24,2호선 (내선),30분
2022-03-24,2호선 (내선),10분
2022-03-24,2호선 (외선),30분
2022-03-24,2호선 (외선),5분
2022-03-24,3호선 (상행선),30분
2022-03-24,3호선 (상행선),5분
2022-03-24,3호선 (하행선),30분
2022-03-24,3호선 (하행선),30분
2022-03-24,4호선 (상행선),30분
2022-03-24,4호선 (상행선),30분
2022-03-24,4호선 (상행선),5분
2022-03-24,4호선 (하행선),30분
2022-03-24,4호선 (하행선),30분
2022-03-24,4호선 (하행선),15분
2022-03-24,6호선 (봉화산행),10분
2022-03-24,6호선 (응암순환행),10분
2022-03-24,7호선 (부천구청행),10분
2022-03-25,1호선 (상행선),5분
2022-03-25,2호선 (외선),5분
2022-03-25,3호선 (상행선),30분
2022-03-25,3호선 (하행선),30분
2022-03-25,4호선 (상행선),30분
2022-03-25,4호선 (상행선),30분
2022-03-25,4호선 (하행선),30분
2022-03-25,4호선 (하행선),30분
2022-03-26,1호선 (상행선),10분
2022-03-26,1호선 (하행선),10분
2022-03-28,2호선 (외선),15분
2022-03-28,2호선 (외선),5분
2022-03-28,3호선 (상행선),5분
2022-03-28,3호선 (하행선),15분
2022-03-28,4호선 (상행선),10분
2022-03-28,4호선 (하행선),10분
2022-03-28,5호선 (방화행),10분
2022-03-28,7호선 (부천구청행),5분
2022-03-28,7호선 (온수행),5분
2022-03-28,7호선 (장암행),5분
2022-03-29,1호선 (상행선),10분
2022-03-29,1호선 (하행선),15분
2022-03-29,4호선 (하행선),5분
2022-03-30,2호선 (외선),5분
2022-03-30,3호선 (상행선),5분
2022-03-30,3호선 (하행선),5분
2022-03-30,4호선 (상행선),5분
2022-03-30,4호선 (하행선),5분
2022-03-31,3호선 (상행선),10분
2022-03-31,3호선 (하행선),10분
2022-03-31,4호선 (상행선),10분
2022-03-31,4호선 (하행선),10분
2022-04-01,2호선 (외선),5분
2022-04-04,1호선 (상행선),5분
2022-04-04,1호선 (하행선),5분
2022-04-04,2호선 (외선),5분
2022-04-04,3호선 (상행선),5분
2022-04-04,3호선 (하행선),5분
2022-04-04,4호선 (상행선),10분
2022-04-04,4호선 (하행선),5분
2022-04-04,5호선 (방화행),5분
2022-04-05,2호선 (외선),5분
2022-04-06,3호선 (상행선),5분
2022-04-06,3호선 (하행선),5분
2022-04-06,4호선 (상행선),10분
2022-04-06,4호선 (하행선),10분
2022-04-06,7호선 (부천구청행),5분
2022-04-06,7호선 (온수행),5분
2022-04-06,7호선 (장암행),5분
2022-04-07,1호선 (상행선),5분
2022-04-07,3호선 (상행선),5분
2022-04-07,3호선 (하행선),5분
2022-04-07,4호선 (상행선),5분
2022-04-07,4호선 (하행선),5분
2022-04-08,1호선 (상행선),5분
2022-04-08,2호선 (외선),5분
2022-04-08,3호선 (상행선),5분
2022-04-08,3호선 (하행선),5분
2022-04-08,4호선 (상행선),10분
2022-04-08,4호선 (하행선),10분
2022-04-10,4호선 (하행선),10분
2022-04-11,3호선 (상행선),5분
2022-04-11,3호선 (하행선),5분
2022-04-11,4호선 (상행선),5분
2022-04-11,4호선 (하행선),10분
2022-04-12,1호선 (상행선),10분
2022-04-12,1호선 (하행선),5분
2022-04-12,2호선 (외선),5분
2022-04-12,3호선 (상행선),5분
2022-04-12,3호선 (하행선),10분
2022-04-12,4호선 (상행선),10분
2022-04-12,4호선 (하행선),10분
2022-04-12,8호선 (모란행),5분
2022-04-12,8호선 (암사행),5분
2022-04-13,3호선 (상행선),5분
2022-04-13,3호선 (하행선),5분
2022-04-13,4호선 (상행선),10분
2022-04-13,4호선 (하행선),10분
2022-04-13,5호선 (방화행),10분
2022-04-14,7호선 (부천구청행),5분
2022-04-14,7호선 (온수행),5분
2022-04-14,7호선 (장암행),5분
2022-04-15,1호선 (상행선),15분
2022-04-15,1호선 (하행선),10분
2022-04-15,3호선 (상행선),5분
2022-04-15,3호선 (하행선),5분
2022-04-15,4호선 (상행선),5분
2022-04-15,4호선 (하행선),5분
2022-04-16,6호선 (봉화산행),5분
2022-04-16,6호선 (응암순환행),5분
2022-04-18,2호선 (외선),10분
2022-04-19,3호선 (상행선),5분
2022-04-19,3호선 (하행선),15분
2022-04-19,4호선 (상행선),10분
2022-04-19,4호선 (하행선),10분
2022-04-20,1호선 (상행선),5분
2022-04-20,1호선 (하행선),5분
2022-04-20,2호선 (외선),5분
2022-04-20,3호선 (상행선),5분
2022-04-20,3호선 (하행선),10분
2022-04-20,4호선 (상행선),10분
2022-04-20,4호선 (하행선),10분
2022-04-21,2호선 (내선),30분
2022-04-21,2호선 (내선),15분
2022-04-21,2호선 (외선),30분
2022-04-21,2호선 (외선),30분
2022-04-21,3호선 (상행선),30분
2022-04-21,3호선 (하행선),30분
2022-04-21,4호선 (상행선),30분
2022-04-21,4호선 (상행선),30분
2022-04-21,4호선 (하행선),30분
2022-04-21,4호선 (하행선),30분
2022-04-21,5호선 (방화행),10분
2022-04-21,7호선 (부천구청행),5분
2022-04-21,7호선 (온수행),5분
2022-04-21,7호선 (장암행),5분
2022-04-22,2호선 (내선),15분
2022-04-22,2호선 (외선),10분
2022-04-22,3호선 (상행선),20분
2022-04-22,3호선 (상행선),5분
2022-04-22,3호선 (하행선),20분
2022-04-22,3호선 (하행선),5분
2022-04-22,4호선 (상행선),10분
2022-04-22,4호선 (하행선),10분
2022-04-25,7호선 (부천구청행),10분
2022-04-25,7호선 (온수행),10분
2022-04-25,7호선 (장암행),10분
2022-04-26,3호선 (상행선),10분
2022-04-26,3호선 (하행선),10분
2022-04-26,4호선 (상행선),10분
2022-04-27,3호선 (상행선),5분
2022-04-27,3호선 (하행선),5분
2022-04-27,4호선 (상행선),5분
2022-04-27,4호선 (하행선),5분
2022-04-28,1호선 (상행선),5분
2022-04-28,1호선 (하행선),5분
2022-04-28,2호선 (외선),5분
2022-04-28,3호선 (상행선),5분
2022-04-28,3호선 (하행선),5분
2022-04-28,4호선 (상행선),10분
2022-04-28,4호선 (하행선),10분
2022-04-29,1호선 (상행선),10분
2022-04-29,1호선 (하행선),10분
2022-04-29,2호선 (내선),10분
2022-04-29,2호선 (외선),10분
2022-04-29,3호선 (상행선),10분
2022-04-29,3호선 (하행선),10분
2022-04-29,4호선 (상행선),15분
2022-04-29,4호선 (하행선),15분
2022-04-29,7호선 (부천구청행),5분
2022-04-29,7호선 (온수행),5분
2022-04-29,7호선 (온수행),10분
2022-04-29,7호선 (장암행),5분
2022-05-02,1호선 (하행선),5분
2022-05-02,2호선 (외선),5분
2022-05-02,3호선 (상행선),10분
2022-05-02,3호선 (하행선),10분
2022-05-02,4호선 (상행선),10분
2022-05-02,4호선 (하행선),10분
2022-05-03,3호선 (상행선),10분
2022-05-03,3호선 (상행선),15분
2022-05-03,3호선 (하행선),10분
2022-05-03,3호선 (하행선),15분
2022-05-03,4호선 (상행선),30분
2022-05-03,4호선 (하행선),30분
2022-05-03,5호선 (마천행),10분
2022-05-03,5호선 (상일동행),10분
2022-05-03,5호선 (상일동행),5분
2022-05-04,2호선 (외선),10분
2022-05-04,3호선 (상행선),10분
2022-05-04,3호선 (하행선),15분
2022-05-04,4호선 (상행선),10분
2022-05-04,4호선 (하행선),10분
2022-05-06,3호선 (상행선),5분
2022-05-06,3호선 (하행선),5분
2022-05-06,4호선 (상행선),5분
2022-05-06,4호선 (하행선),5분
2022-05-06,7호선 (부천구청행),10분
2022-05-06,7호선 (장암행),10분
2022-05-09,3호선 (상행선),5분
2022-05-09,3호선 (하행선),5분
2022-05-09,4호선 (상행선),10분
2022-05-09,4호선 (하행선),5분
2022-05-10,3호선 (상행선),5분
2022-05-10,3호선 (하행선),5분
2022-05-10,4호선 (상행선),20분
2022-05-10,4호선 (상행선),20분
2022-05-10,4호선 (하행선),10분
2022-05-10,5호선 (방화행),10분
2022-05-10,7호선 (부천구청행),5분
2022-05-10,7호선 (온수행),5분
2022-05-10,7호선 (장암행),5분
2022-05-12,2호선 (외선),10분
2022-05-12,3호선 (상행선),5분
2022-05-12,3호선 (하행선),5분
2022-05-12,4호선 (상행선),5분
2022-05-12,4호선 (하행선),10분
2022-05-13,2호선 (내선),30분
2022-05-13,2호선 (외선),30분
2022-05-13,3호선 (상행선),5분
2022-05-13,3호선 (하행선),10분
2022-05-13,4호선 (상행선),10분
2022-05-13,4호선 (하행선),10분
2022-05-16,2호선 (외선),10분
2022-05-16,3호선 (상행선),5분
2022-05-16,3호선 (하행선),5분
2022-05-16,4호선 (상행선),30분
2022-05-16,4호선 (상행선),5분
2022-05-16,4호선 (하행선),30분
2022-05-16,4호선 (하행선),10분
2022-05-17,2호선 (외선),5분
2022-05-17,3호선 (상행선),5분
2022-05-17,3호선 (하행선),5분
2022-05-17,4호선 (상행선),10분
2022-05-17,4호선 (하행선),10분
2022-05-17,5호선 (마천행),10분
2022-05-17,5호선 (방화행),20분
2022-05-17,5호선 (상일동행),10분
2022-05-18,1호선 (하행선),5분
2022-05-18,2호선 (외선),10분
2022-05-18,7호선 (부천구청행),5분
2022-05-18,7호선 (온수행),5분
2022-05-18,7호선 (장암행),5분
2022-05-19,3호선 (상행선),10분
2022-05-19,3호선 (하행선),10분
2022-05-19,4호선 (상행선),10분
2022-05-19,4호선 (하행선),10분
2022-05-20,2호선 (외선),10분
2022-05-20,3호선 (상행선),5분
2022-05-20,3호선 (하행선),5분
2022-05-20,4호선 (상행선),5분
2022-05-20,4호선 (하행선),10분
2022-05-20,5호선 (방화행),15분
2022-05-23,2호선 (외선),10분
2022-05-23,3호선 (상행선),5분
2022-05-23,3호선 (하행선),5분
2022-05-23,4호선 (상행선),10분
2022-05-23,4호선 (하행선),10분
2022-05-23,7호선 (부천구청행),10분
2022-05-23,7호선 (온수행),10분
2022-05-23,7호선 (장암행),10분
2022-05-24,2호선 (내선),5분
2022-05-24,2호선 (외선),5분
2022-05-24,3호선 (상행선),5분
2022-05-24,3호선 (하행선),5분
2022-05-24,4호선 (상행선),10분
2022-05-24,4호선 (하행선),10분
2022-05-25,1호선 (상행선),10분
2022-05-25,3호선 (상행선),5분
2022-05-25,3호선 (하행선),5분
2022-05-25,3호선 (하행선),5분
2022-05-25,4호선 (상행선),5분
2022-05-25,4호선 (하행선),5분
2022-05-25,5호선 (상일동행),10분
2022-05-26,1호선 (상행선),5분
2022-05-26,1호선 (하행선),5분
2022-05-26,3호선 (상행선),5분
2022-05-26,3호선 (하행선),10분
2022-05-26,4호선 (상행선),10분
2022-05-26,4호선 (하행선),10분
2022-05-26,5호선 (마천행),10분
2022-05-26,5호선 (방화행),5분
2022-05-26,5호선 (상일동행),10분
2022-05-27,4호선 (상행선),20분
2022-05-27,4호선 (하행선),20분
2022-05-30,1호선 (상행선),15분
2022-05-30,1호선 (하행선),5분
2022-05-30,2호선 (내선),5분
2022-05-30,2호선 (외선),5분
2022-05-30,3호선 (상행선),5분
2022-05-30,3호선 (하행선),10분
2022-05-30,4호선 (상행선),10분
2022-05-30,4호선 (하행선),10분
2022-05-30,5호선 (방화행),5분
2022-05-30,7호선 (부천구청행),5분
2022-05-30,7호선 (온수행),5분
2022-05-30,7호선 (장암행),5분
2022-05-31,3호선 (상행선),5분
2022-05-31,3호선 (하행선),5분
2022-05-31,4호선 (상행선),15분
2022-05-31,4호선 (하행선),15분
2022-05-31,7호선 (부천구청행),5분
2022-05-31,7호선 (온수행),5분
2022-05-31,7호선 (장암행),5분
2022-06-02,3호선 (상행선),5분
2022-06-02,3호선 (하행선),5분
2022-06-02,4호선 (상행선),10분
2022-06-02,4호선 (하행선),5분
2022-06-03,1호선 (상행선),5분
2022-06-03,2호선 (외선),10분
2022-06-03,3호선 (상행선),5분
2022-06-03,3호선 (하행선),5분
2022-06-03,4호선 (상행선),5분
2022-06-03,4호선 (하행선),10분
2022-06-03,7호선 (부천구청행),5분
2022-06-03,7호선 (온수행),5분
2022-06-03,7호선 (장암행),5분
2022-06-07,2호선 (외선),5분
2022-06-07,3호선 (상행선),5분
2022-06-07,3호선 (하행선),5분
2022-06-07,4호선 (상행선),20분
2022-06-07,4호선 (하행선),5분
2022-06-07,5호선 (마천행),5분
2022-06-07,5호선 (상일동행),5분
2022-06-07,7호선 (부천구청행),5분
2022-06-07,7호선 (온수행),5분
2022-06-07,7호선 (장암행),5분
2022-06-08,2호선 (외선),10분
2022-06-08,4호선 (상행선),25분
2022-06-08,4호선 (상행선),25분
2022-06-08,4호선 (하행선),20분
2022-06-08,4호선 (하행선),25분
2022-06-08,7호선 (부천구청행),5분
2022-06-08,7호선 (온수행),5분
2022-06-08,7호선 (장암행),5분
2022-06-09,3호선 (상행선),5분
2022-06-09,3호선 (하행선),5분
2022-06-09,4호선 (상행선),10분
2022-06-09,4호선 (하행선),15분
2022-06-10,3호선 (상행선),5분
2022-06-10,3호선 (하행선),5분
2022-06-10,4호선 (상행선),5분
2022-06-10,4호선 (하행선),5분
2022-06-10,5호선 (마천행),10분
2022-06-10,5호선 (마천행),5분
2022-06-10,5호선 (방화행),10분
2022-06-10,5호선 (방화행),10분
2022-06-10,5호선 (상일동행),10분
2022-06-10,5호선 (상일동행),5분
2022-06-13,1호선 (상행선),30분
2022-06-13,1호선 (하행선),30분
2022-06-13,2호선 (외선),5분
2022-06-13,3호선 (상행선),5분
2022-06-13,3호선 (하행선),5분
2022-06-13,4호선 (상행선),30분
2022-06-13,4호선 (상행선),30분
2022-06-13,4호선 (하행선),30분
2022-06-13,4호선 (하행선),30분
2022-06-14,2호선 (외선),10분
2022-06-14,3호선 (상행선),5분
2022-06-14,3호선 (하행선),5분
2022-06-14,4호선 (상행선),5분
2022-06-14,4호선 (하행선),10분
2022-06-15,1호선 (상행선),5분
2022-06-15,2호선 (외선),10분
2022-06-15,2호선 (외선),10분
2022-06-15,3호선 (상행선),30분
2022-06-15,3호선 (하행선),30분
2022-06-15,7호선 (부천구청행),10분
2022-06-15,7호선 (온수행),10분
