날짜,노선,최대지연시간
2023-02-24,1호선 (상행선),5분
2023-02-24,2호선 (외선),10분
2023-02-24,3호선 (하행선),10분
2023-02-24,3호선 (상행선),10분
2023-02-24,4호선 (하행선),10분
2023-02-24,4호선 (상행선),10분
2023-02-27,2호선 (외선),10분
2023-02-27,4호선 (하행선),20분
2023-02-27,4호선 (상행선),15분
2023-02-28,2호선 (외선),10분
2023-02-28,5호선 (마천행),5분
2023-02-28,5호선 (상일동행),5분
2023-02-28,5호선 (방화행),5분
2023-03-02,1호선 (하행선),10분
2023-03-02,1호선 (상행선),10분
2023-03-02,2호선 (외선),10분
2023-03-02,3호선 (하행선),10분
2023-03-02,3호선 (상행선),10분
2023-03-02,4호선 (하행선),15분
2023-03-02,4호선 (상행선),15분
2023-03-02,7호선 (부천구청행),5분
2023-03-02,7호선 (온수행),5분
2023-03-02,7호선 (장암행),5분
2023-03-03,4호선 (하행선),10분
2023-03-03,4호선 (상행선),10분
2023-03-05,4호선 (하행선),5분
2023-03-06,1호선 (하행선),10분
2023-03-06,1호선 (상행선),5분
2023-03-06,2호선 (외선),10분
2023-03-06,3호선 (하행선),10분
2023-03-06,3호선 (상행선),10분
2023-03-06,4호선 (하행선),10분
2023-03-06,4호선 (상행선),10분
2023-03-06,5호선 (마천행),10분
2023-03-06,5호선 (상일동행),10분
2023-03-06,5호선 (방화행),15분
2023-03-06,5호선 (방화행),5분
2023-03-07,4호선 (하행선),20분
2023-03-07,4호선 (상행선),15분
2023-03-07,7호선 (부천구청행),10분
2023-03-07,7호선 (온수행),10분
2023-03-07,7호선 (장암행),10분
2023-03-08,1호선 (하행선),5분
2023-03-08,1호선 (상행선),10분
2023-03-08,2호선 (내선),5분
2023-03-08,2호선 (외선),10분
2023-03-08,5호선 (마천행),10분
2023-03-08,5호선 (상일동행),10분
2023-03-09,2호선 (외선),15분
2023-03-09,3호선 (상행선),10분
2023-03-09,3호선 (하행선),10분
2023-03-09,4호선 (하행선),10분
2023-03-09,4호선 (상행선),5분
2023-03-09,5호선 (마천행),10분
2023-03-09,5호선 (상일동행),10분
2023-03-09,5호선 (방화행),10분
2023-03-09,7호선 (온수행),5분
2023-03-09,7호선 (부천구청행),5분
2023-03-09,7호선 (장암행),5분
2023-03-10,1호선 (하행선),5분
2023-03-10,1호선 (상행선),5분
2023-03-10,2호선 (외선),10분
2023-03-10,3호선 (하행선),10분
2023-03-10,3호선 (상행선),5분
2023-03-10,4호선 (하행선),15분
2023-03-10,4호선 (상행선),10분
2023-03-12,2호선 (외선),10분
2023-03-12,2호선 (내선),10분
2023-03-13,1호선 (하행선),10분
2023-03-13,1호선 (상행선),10분
2023-03-13,2호선 (외선),10분
2023-03-13,2호선 (내선),5분
2023-03-13,3호선 (하행선),10분
2023-03-13,3호선 (상행선),5분
2023-03-13,4호선 (하행선),10분
2023-03-13,4호선 (상행선),10분
2023-03-14,2호선 (외선),10분
2023-03-14,3호선 (하행선),5분
2023-03-14,3호선 (상행선),10분
2023-03-14,4호선 (하행선),10분
2023-03-14,4호선 (상행선),10분
2023-03-14,5호선 (상일동행),5분
2023-03-14,7호선 (부천구청행),5분
2023-03-14,7호선 (온수행),5분
2023-03-14,7호선 (장암행),5분
2023-03-15,2호선 (내선),10분
2023-03-15,2호선 (내선),5분
2023-03-15,4호선 (하행선),10분
2023-03-15,4호선 (상행선),10분
2023-03-15,7호선 (부천구청행),10분
2023-03-15,7호선 (온수행),10분
2023-03-15,7호선 (장암행),10분
2023-03-16,5호선 (마천행),5분
2023-03-16,5호선 (상일동행),5분
2023-03-16,7호선 (온수행),10분
2023-03-16,7호선 (부천구청행),10분
2023-03-17,3호선 (하행선),10분
2023-03-17,3호선 (상행선),5분
2023-03-17,4호선 (하행선),20분
2023-03-17,4호선 (상행선),10분
2023-03-18,7호선 (부천구청행),10분
2023-03-18,7호선 (온수행),10분
2023-03-18,7호선 (장암행),10분
2023-03-19,7호선 (부천구청행),5분
2023-03-19,7호선 (온수행),5분
2023-03-19,7호선 (장암행),5분
2023-03-20,2호선 (내선),5분
2023-03-20,3호선 (하행선),10분
2023-03-20,3호선 (상행선),10분
2023-03-20,4호선 (하행선),10분
2023-03-20,4호선 (상행선),10분
2023-03-20,7호선 (장암행),10분
2023-03-21,4호선 (하행선),10분
2023-03-21,4호선 (상행선),10분
2023-03-22,1호선 (하행선),10분
2023-03-22,1호선 (상행선),10분
2023-03-22,2호선 (외선),5분
2023-03-22,3호선 (하행선),10분
2023-03-22,3호선 (상행선),5분
2023-03-22,4호선 (하행선),5분
2023-03-22,4호선 (상행선),10분
2023-03-22,5호선 (마천행),5분
2023-03-22,5호선 (방화행),5분
2023-03-22,7호선 (부천구청행),10분
2023-03-22,7호선 (온수행),10분
2023-03-22,7호선 (장암행),10분
2023-03-22,7호선 (부천구청행),5분
2023-03-22,7호선 (온수행),5분
2023-03-22,7호선 (장암행),5분
2023-03-23,1호선 (상행선),15분
2023-03-23,2호선 (외선),5분
2023-03-23,4호선 (하행선),10분
2023-03-23,4호선 (상행선),10분
2023-03-23,5호선 (방화행),5분
2023-03-24,1호선 (하행선),5분
2023-03-24,1호선 (상행선),10분
2023-03-24,2호선 (외선),5분
2023-03-24,2호선 (외선),5분
2023-03-26,4호선 (하행선),15분
2023-03-26,4호선 (상행선),10분
2023-03-26,4호선 (하행선),5분
2023-03-26,4호선 (상행선),5분
2023-03-27,1호선 (하행선),10분
2023-03-27,1호선 (상행선),10분
2023-03-27,2호선 (외선),5분
2023-03-27,3호선 (하행선),15분
2023-03-27,3호선 (상행선),10분
2023-03-27,7호선 (부천구청행),5분
2023-03-27,7호선 (온수행),5분
2023-03-27,7호선 (장암행),5분
2023-03-28,3호선 (하행선),10분
2023-03-28,3호선 (상행선),10분
2023-03-28,4호선 (하행선),10분
2023-03-28,4호선 (상행선),10분
2023-03-29,5호선 (방화행),10분
2023-03-30,1호선 (하행선),10분
2023-03-30,1호선 (상행선),5분
2023-03-30,2호선 (외선),5분
2023-03-30,7호선 (부천구청행),10분
2023-03-30,7호선 (온수행),10분
2023-03-30,7호선 (장암행),10분
2023-03-30,7호선 (부천구청행),10분
2023-03-30,7호선 (온수행),10분
2023-03-30,7호선 (장암행),10분
2023-03-31,2호선 (외선),10분
2023-03-31,4호선 (하행선),15분
2023-03-31,4호선 (상행선),10분
2023-03-31,7호선 (부천구청행),10분
2023-03-31,7호선 (온수행),10분
2023-03-31,7호선 (장암행),10분
2023-03-31,7호선 (부천구청행),5분
2023-03-31,7호선 (온수행),5분
2023-04-03,1호선 (하행선),10분
2023-04-03,2호선 (외선),5분
2023-04-03,3호선 (하행선),5분
2023-04-03,3호선 (상행선),5분
2023-04-03,4호선 (하행선),10분
2023-04-03,4호선 (상행선),10분
2023-04-03,7호선 (온수행),5분
2023-04-03,7호선 (장암행),5분
2023-04-03,7호선 (부천구청행),5분
2023-04-04,2호선 (외선),5분
2023-04-05,1호선 (하행선),5분
2023-04-05,1호선 (상행선),15분
2023-04-05,2호선 (외선),10분
2023-04-05,2호선 (내선),5분
2023-04-05,2호선 (외선),15분
2023-04-05,3호선 (하행선),10분
2023-04-05,3호선 (상행선),15분
2023-04-05,4호선 (하행선),15분
2023-04-05,4호선 (상행선),10분
2023-04-05,5호선 (방화행),5분
2023-04-05,5호선 (마천행),10분
2023-04-05,5호선 (상일동행),10분
2023-04-05,7호선 (부천구청행),5분
2023-04-05,7호선 (장암행),5분
2023-04-06,1호선 (하행선),5분
2023-04-06,1호선 (상행선),10분
2023-04-06,2호선 (외선),5분
2023-04-06,2호선 (내선),5분
2023-04-06,3호선 (하행선),5분
2023-04-06,3호선 (상행선),5분
2023-04-06,4호선 (하행선),10분
2023-04-06,4호선 (상행선),10분
2023-04-06,5호선 (마천행),5분
2023-04-06,5호선 (상일동행),5분
2023-04-06,5호선 (방화행),5분
2023-04-07,1호선 (하행선),5분
2023-04-07,1호선 (상행선),5분
2023-04-07,2호선 (외선),5분
2023-04-07,3호선 (하행선),5분
2023-04-07,3호선 (상행선),5분
2023-04-07,4호선 (하행선),10분
2023-04-07,4호선 (상행선),10분
2023-04-07,5호선 (상일동행),5분
2023-04-07,7호선 (온수행),5분
2023-04-10,1호선 (하행선),10분
2023-04-10,1호선 (상행선),5분
2023-04-10,3호선 (하행선),5분
2023-04-10,3호선 (상행선),5분
2023-04-10,4호선 (하행선),15분
2023-04-10,4호선 (상행선),10분
2023-04-10,7호선 (부천구청행),5분
2023-04-10,7호선 (온수행),5분
2023-04-10,7호선 (장암행),5분
2023-04-11,2호선 (외선),5분
2023-04-11,3호선 (하행선),10분
2023-04-11,3호선 (상행선),10분
2023-04-11,4호선 (하행선),10분
2023-04-11,4호선 (상행선),10분
2023-04-12,2호선 (외선),10분
2023-04-12,4호선 (하행선),10분
2023-04-12,6호선 (봉화산행),10분
2023-04-12,6호선 (응암순환행),10분
2023-04-13,1호선 (하행선),5분
2023-04-13,1호선 (상행선),10분
2023-04-13,2호선 (외선),10분
2023-04-13,2호선 (내선),5분
2023-04-13,3호선 (하행선),15분
2023-04-13,3호선 (상행선),20분
2023-04-13,4호선 (하행선),10분
2023-04-13,4호선 (상행선),10분
2023-04-14,3호선 (상행선),5분
2023-04-14,4호선 (상행선),5분
2023-04-14,4호선 (하행선),5분
2023-04-17,1호선 (상행선),5분
2023-04-17,2호선 (외선),5분
2023-04-17,3호선 (하행선),5분
2023-04-17,3호선 (상행선),5분
2023-04-17,4호선 (하행선),15분
2023-04-17,4호선 (상행선),10분
2023-04-17,7호선 (온수행),5분
2023-04-17,7호선 (부천구청행),5분
2023-04-18,2호선 (외선),10분
2023-04-18,3호선 (하행선),10분
2023-04-18,3호선 (상행선),5분
2023-04-18,4호선 (하행선),10분
2023-04-18,4호선 (상행선),10분
2023-04-18,5호선 (마천행),5분
2023-04-18,5호선 (상일동행),5분
2023-04-18,5호선 (방화행),5분
2023-04-19,1호선 (하행선),10분
2023-04-19,1호선 (상행선),10분
2023-04-19,2호선 (외선),10분
2023-04-19,3호선 (하행선),5분
2023-04-19,3호선 (상행선),5분
2023-04-19,4호선 (하행선),10분
2023-04-19,4호선 (상행선),10분
2023-04-19,7호선 (장암행),10분
2023-04-19,7호선 (부천구청행),10분
2023-04-19,7호선 (온수행),10분
2023-04-20,2호선 (외선),5분
2023-04-20,3호선 (하행선),5분
2023-04-20,3호선 (상행선),5분
2023-04-20,4호선 (하행선),25분
2023-04-20,4호선 (상행선),10분
2023-04-20,5호선 (상일동행),5분
2023-04-20,5호선 (마천행),20분
2023-04-20,5호선 (상일동행),20분
2023-04-21,2호선 (외선),10분
2023-04-21,2호선 (내선),5분
2023-04-23,2호선 (외선),10분
2023-04-24,1호선 (상행선),5분
2023-04-24,1호선 (하행선),10분
2023-04-24,2호선 (내선),5분
2023-04-24,2호선 (외선),10분
2023-04-25,1호선 (하행선),10분
2023-04-25,1호선 (상행선),5분
2023-04-25,2호선 (내선),5분
2023-04-25,2호선 (외선),25분
2023-04-25,2호선 (외선),20분
2023-04-25,3호선 (하행선),10분
2023-04-25,3호선 (상행선),5분
2023-04-25,4호선 (하행선),5분
2023-04-25,4호선 (상행선),10분
2023-04-25,7호선 (부천구청행),10분
2023-04-25,7호선 (온수행),10분
2023-04-25,7호선 (장암행),10분
2023-04-26,1호선 (하행선),10분
2023-04-26,1호선 (상행선),10분
2023-04-26,2호선 (외선),10분
2023-04-26,3호선 (하행선),5분
2023-04-26,3호선 (상행선),5분
2023-04-26,4호선 (하행선),10분
2023-04-26,4호선 (상행선),5분
2023-04-26,5호선 (방화행),5분
2023-04-26,7호선 (부천구청행),5분
2023-04-27,2호선 (외선),10분
2023-04-27,3호선 (하행선),5분
2023-04-27,3호선 (상행선),5분
2023-04-27,4호선 (하행선),10분
2023-04-27,4호선 (상행선),10분
2023-04-27,7호선 (온수행),5분
2023-04-28,5호선 (방화행),5분
2023-04-30,4호선 (상행선),10분
2023-04-30,4호선 (하행선),10분
2023-04-30,4호선 (상행선),30분
2023-04-30,4호선 (하행선),30분
2023-05-02,2호선 (외선),10분
2023-05-03,1호선 (상행선),5분
2023-05-03,2호선 (내선),10분
2023-05-03,2호선 (내선),5분
2023-05-03,2호선 (외선),10분
2023-05-03,3호선 (하행선),5분
2023-05-03,3호선 (상행선),5분
2023-05-03,4호선 (하행선),15분
2023-05-03,4호선 (상행선),10분
2023-05-04,1호선 (상행선),5분
2023-05-04,2호선 (외선),15분
2023-05-04,3호선 (하행선),5분
2023-05-04,3호선 (상행선),10분
2023-05-04,4호선 (하행선),10분
2023-05-04,4호선 (상행선),10분
2023-05-04,5호선 (마천행),5분
2023-05-04,5호선 (상일동행),5분
2023-05-08,2호선 (외선),10분
2023-05-08,2호선 (내선),5분
2023-05-08,3호선 (하행선),10분
2023-05-08,3호선 (상행선),5분
2023-05-08,4호선 (하행선),10분
2023-05-08,4호선 (상행선),10분
2023-05-08,7호선 (장암행),5분
2023-05-09,1호선 (하행선),5분
2023-05-09,2호선 (외선),10분
2023-05-09,3호선 (하행선),10분
2023-05-09,3호선 (상행선),10분
2023-05-09,4호선 (하행선),15분
2023-05-09,4호선 (상행선),10분
2023-05-10,1호선 (하행선),5분
2023-05-10,1호선 (상행선),5분
2023-05-10,2호선 (외선),10분
2023-05-10,7호선 (부천구청행),10분
2023-05-10,7호선 (온수행),10분
2023-05-10,7호선 (장암행),10분
2023-05-11,2호선 (외선),20분
2023-05-11,3호선 (하행선),10분
2023-05-11,3호선 (상행선),10분
2023-05-11,4호선 (하행선),10분
2023-05-11,4호선 (상행선),10분
2023-05-12,3호선 (하행선),10분
2023-05-12,3호선 (상행선),5분
2023-05-12,4호선 (하행선),5분
2023-05-12,4호선 (상행선),5분
2023-05-14,5호선 (방화행),10분
2023-05-14,5호선 (마천행),15분
2023-05-14,5호선 (상일동행),15분
2023-05-15,3호선 (하행선),5분
2023-05-15,3호선 (상행선),10분
2023-05-15,3호선 (하행선),10분
2023-05-15,3호선 (상행선),10분
2023-05-15,4호선 (하행선),10분
2023-05-15,4호선 (상행선),10분
2023-05-16,1호선 (하행선),5분
2023-05-16,1호선 (상행선),5분
2023-05-16,2호선 (외선),10분
2023-05-16,6호선 (봉화산행),5분
2023-05-16,6호선 (응암순환행),5분
2023-05-17,1호선 (상행선),5분
2023-05-17,2호선 (내선),5분
2023-05-17,2호선 (외선),15분
2023-05-17,3호선 (하행선),10분
2023-05-17,3호선 (상행선),10분
2023-05-17,4호선 (하행선),10분
2023-05-17,4호선 (상행선),10분
2023-05-18,1호선 (하행선),5분
2023-05-18,1호선 (상행선),10분
2023-05-18,2호선 (외선),10분
2023-05-18,3호선 (하행선),5분
2023-05-18,3호선 (상행선),5분
2023-05-19,1호선 (상행선),5분
2023-05-19,2호선 (외선),10분
2023-05-19,3호선 (하행선),10분
2023-05-19,3호선 (상행선),5분
2023-05-19,4호선 (하행선),10분
2023-05-19,4호선 (상행선),15분
2023-05-22,2호선 (외선),10분
2023-05-22,7호선 (부천구청행),5분
2023-05-22,7호선 (온수행),5분
2023-05-22,7호선 (장암행),5분
2023-05-23,1호선 (하행선),5분
2023-05-23,1호선 (상행선),5분
2023-05-23,2호선 (내선),5분
2023-05-23,2호선 (외선),10분
2023-05-23,3호선 (하행선),10분
2023-05-23,3호선 (상행선),10분
2023-05-23,4호선 (하행선),10분
2023-05-23,4호선 (상행선),10분
2023-05-24,2호선 (외선),10분
2023-05-24,3호선 (하행선),10분
2023-05-24,3호선 (상행선),15분
2023-05-24,4호선 (하행선),15분
2023-05-24,4호선 (상행선),10분
2023-05-25,2호선 (외선),15분
2023-05-25,2호선 (내선),15분
2023-05-25,3호선 (하행선),10분
2023-05-25,3호선 (상행선),10분
2023-05-25,4호선 (하행선),15분
2023-05-25,4호선 (상행선),10분
2023-05-26,2호선 (외선),5분
2023-05-28,2호선 (내선),5분
2023-05-29,7호선 (부천구청행),5분
2023-05-30,2호선 (외선),10분
2023-05-30,5호선 (마천행),20분
2023-05-30,5호선 (상일동행),20분
2023-05-30,5호선 (방화행),20분
2023-05-31,2호선 (외선),10분
2023-05-31,3호선 (상행선),5분
2023-05-31,3호선 (하행선),5분
2023-05-31,4호선 (상행선),10분
2023-05-31,4호선 (하행선),15분
2023-06-01,1호선 (하행선),5분
2023-06-01,1호선 (상행선),10분
2023-06-01,2호선 (외선),10분
2023-06-01,2호선 (내선),5분
2023-06-01,3호선 (하행선),10분
2023-06-01,3호선 (상행선),5분
2023-06-01,4호선 (하행선),10분
2023-06-01,4호선 (상행선),10분
2023-06-01,7호선 (온수행),5분
2023-06-01,7호선 (부천구청행),5분
2023-06-01,7호선 (장암행),5분
2023-06-02,2호선 (외선),5분
2023-06-02,3호선 (하행선),10분
2023-06-02,3호선 (상행선),10분
2023-06-02,3호선 (하행선),5분
2023-06-02,3호선 (상행선),5분
2023-06-02,4호선 (하행선),10분
2023-06-02,4호선 (상행선),10분
2023-06-05,1호선 (하행선),5분
2023-06-05,1호선 (상행선),10분
2023-06-05,2호선 (외선),5분
2023-06-05,3호선 (하행선),5분
2023-06-05,3호선 (상행선),5분
2023-06-05,4호선 (하행선),5분
2023-06-05,4호선 (상행선),10분
2023-06-07,1호선 (상행선),10분
2023-06-07,2호선 (외선),10분
2023-06-07,4호선 (하행선),15분
2023-06-07,4호선 (상행선),10분
2023-06-07,5호선 (마천행),10분
2023-06-07,5호선 (상일동행),10분
2023-06-07,5호선 (방화행),10분
2023-06-08,1호선 (하행선),30분
2023-06-08,1호선 (상행선),30분
2023-06-08,1호선 (하행선),30분
2023-06-08,1호선 (상행선),30분
2023-06-08,2호선 (외선),5분
2023-06-08,3호선 (상행선),5분
2023-06-08,3호선 (하행선),5분
2023-06-08,4호선 (상행선),10분
2023-06-08,4호선 (하행선),10분
2023-06-09,1호선 (하행선),10분
2023-06-09,1호선 (상행선),20분
2023-06-09,2호선 (외선),10분
2023-06-09,3호선 (하행선),5분
2023-06-09,3호선 (상행선),5분
2023-06-09,4호선 (하행선),15분
2023-06-09,4호선 (상행선),10분
2023-06-09,8호선 (모란행),10분
2023-06-09,8호선 (암사행),10분
2023-06-10,1호선 (하행선),25분
2023-06-10,1호선 (상행선),30분
2023-06-12,1호선 (하행선),10분
2023-06-12,1호선 (상행선),20분
2023-06-12,5호선 (마천행),10분
2023-06-12,5호선 (상일동행),10분
2023-06-13,1호선 (하행선),15분
2023-06-13,2호선 (외선),10분
2023-06-13,3호선 (하행선),5분
2023-06-13,3호선 (상행선),5분
2023-06-13,4호선 (하행선),10분
2023-06-13,4호선 (상행선),5분
2023-06-14,2호선 (외선),10분
2023-06-14,3호선 (하행선),10분
2023-06-14,3호선 (상행선),5분
2023-06-14,4호선 (하행선),10분
2023-06-14,4호선 (상행선),10분
2023-06-15,2호선 (외선),10분
2023-06-15,3호선 (하행선),10분
2023-06-15,3호선 (상행선),10분
2023-06-16,3호선 (하행선),10분
2023-06-16,3호선 (상행선),5분
2023-06-16,4호선 (하행선),15분
2023-06-16,4호선 (상행선),10분
2023-06-17,3호선 (상행선),5분
2023-06-17,4호선 (하행선),5분
2023-06-17,5호선 (상일동행),5분
2023-06-17,5호선 (마천행),5분
2023-06-17,6호선 (봉화산행),5분
2023-06-19,2호선 (외선),20분
2023-06-19,4호선 (하행선),10분
2023-06-19,4호선 (상행선),10분
2023-06-20,1호선 (하행선),5분
2023-06-20,1호선 (상행선),5분
2023-06-20,2호선 (외선),15분
2023-06-20,3호선 (상행선),5분
2023-06-20,3호선 (하행선),10분
2023-06-20,4호선 (상행선),5분
2023-06-20,4호선 (하행선),10분
2023-06-20,8호선 (암사행),10분
2023-06-20,8호선 (모란행),10분
2023-06-21,1호선 (상행선),10분
2023-06-21,2호선 (외선),10분
2023-06-21,2호선 (내선),10분
2023-06-21,2호선 (외선),15분
2023-06-21,3호선 (하행선),5분
2023-06-21,3호선 (상행선),5분
2023-06-21,4호선 (하행선),5분
2023-06-21,4호선 (상행선),5분
2023-06-22,1호선 (하행선),5분
2023-06-22,2호선 (외선),5분
2023-06-22,3호선 (하행선),10분
2023-06-22,3호선 (상행선),5분
2023-06-22,4호선 (하행선),5분
2023-06-22,4호선 (하행선),10분
2023-06-22,4호선 (상행선),5분
2023-06-23,2호선 (외선),10분
2023-06-23,3호선 (하행선),10분
2023-06-23,3호선 (상행선),10분
2023-06-26,1호선 (하행선),10분
2023-06-26,1호선 (상행선),10분
2023-06-26,2호선 (외선),5분
2023-06-26,3호선 (하행선),10분
2023-06-26,3호선 (상행선),10분
2023-06-26,4호선 (하행선),15분
2023-06-26,4호선 (상행선),15분
2023-06-26,5호선 (방화행),5분
2023-06-27,1호선 (하행선),10분
2023-06-27,3호선 (하행선),10분
2023-06-27,3호선 (상행선),10분
2023-06-28,1호선 (하행선),5분
2023-06-28,1호선 (상행선),10분
2023-06-28,2호선 (외선),10분
2023-06-29,1호선 (하행선),10분
2023-06-29,1호선 (상행선),5분
2023-06-29,2호선 (내선),5분
2023-06-29,2호선 (외선),20분
2023-06-29,4호선 (하행선),10분
2023-06-29,7호선 (장암행),10분
2023-06-30,1호선 (하행선),5분
2023-06-30,1호선 (상행선),5분
2023-06-30,2호선 (외선),10분
2023-06-30,3호선 (하행선),5분
2023-06-30,3호선 (상행선),10분
2023-06-30,4호선 (하행선),10분
2023-06-30,4호선 (상행선),15분
2023-07-01,1호선 (하행선),10분
2023-07-03,2호선 (외선),10분
2023-07-03,2호선 (내선),10분
2023-07-03,3호선 (하행선),10분
2023-07-03,3호선 (상행선),5분
2023-07-03,4호선 (하행선),15분
2023-07-03,4호선 (상행선),10분
2023-07-04,2호선 (외선),10분
2023-07-04,3호선 (하행선),5분
2023-07-04,3호선 (상행선),5분
2023-07-04,4호선 (하행선),10분
2023-07-04,4호선 (상행선),10분
2023-07-05,1호선 (상행선),10분
2023-07-05,2호선 (외선),10분
2023-07-05,5호선 (방화행),10분
2023-07-06,3호선 (상행선),5분
2023-07-06,3호선 (하행선),10분
2023-07-06,4호선 (상행선),15분
2023-07-06,4호선 (하행선),10분
2023-07-06,6호선 (응암순환행),5분
2023-07-07,3호선 (하행선),10분
2023-07-07,3호선 (상행선),5분
2023-07-07,4호선 (하행선),10분
2023-07-07,4호선 (상행선),10분
2023-07-09,7호선 (부천구청행),5분
2023-07-09,7호선 (온수행),5분
2023-07-09,7호선 (장암행),5분
2023-07-10,1호선 (하행선),5분
2023-07-10,1호선 (상행선),5분
2023-07-10,2호선 (외선),15분
2023-07-10,2호선 (내선),5분
2023-07-10,3호선 (상행선),5분
2023-07-10,3호선 (하행선),10분
2023-07-10,4호선 (상행선),10분
2023-07-10,4호선 (하행선),10분
2023-07-11,2호선 (내선),10분
2023-07-11,2호선 (외선),15분
2023-07-11,3호선 (하행선),10분
2023-07-11,3호선 (상행선),10분
2023-07-11,4호선 (하행선),20분
2023-07-11,4호선 (상행선),10분
2023-07-12,1호선 (하행선),10분
2023-07-12,1호선 (상행선),5분
2023-07-12,2호선 (내선),10분
2023-07-12,2호선 (외선),15분
2023-07-12,2호선 (내선),10분
2023-07-12,3호선 (하행선),10분
2023-07-12,3호선 (상행선),10분
2023-07-12,4호선 (하행선),10분
2023-07-12,4호선 (상행선),10분
2023-07-13,1호선 (하행선),10분
2023-07-13,1호선 (상행선),10분
2023-07-13,2호선 (외선),15분
2023-07-13,5호선 (마천행),10분
2023-07-13,5호선 (상일동행),10분
2023-07-14,1호선 (하행선),5분
2023-07-14,1호선 (상행선),10분
2023-07-14,2호선 (외선),20분
2023-07-14,2호선 (내선),10분
2023-07-14,3호선 (상행선),5분
2023-07-14,3호선 (하행선),10분
2023-07-14,4호선 (상행선),15분
2023-07-14,4호선 (하행선),15분
2023-07-14,7호선 (장암행),5분
2023-07-14,7호선 (부천구청행),5분
2023-07-15,1호선 (하행선),20분
2023-07-15,3호선 (하행선),15분
2023-07-15,3호선 (상행선),20분
2023-07-15,4호선 (하행선),5분
2023-07-15,4호선 (상행선),5분
2023-07-17,1호선 (하행선),5분
2023-07-17,1호선 (상행선),10분
2023-07-17,2호선 (외선),10분
2023-07-17,3호선 (하행선),10분
2023-07-17,3호선 (상행선),10분
2023-07-17,4호선 (하행선),15분
2023-07-17,4호선 (상행선),10분
2023-07-17,5호선 (방화행),10분
2023-07-17,7호선 (부천구청행),5분
2023-07-17,7호선 (온수행),5분
2023-07-17,7호선 (장암행),5분
2023-07-17,7호선 (부천구청행),5분
2023-07-17,7호선 (온수행),5분
2023-07-17,7호선 (장암행),5분
2023-07-18,1호선 (하행선),5분
2023-07-18,1호선 (상행선),10분
2023-07-18,2호선 (외선),10분
2023-07-18,3호선 (상행선),5분
2023-07-18,3호선 (하행선),10분
2023-07-18,4호선 (상행선),15분
2023-07-18,4호선 (하행선),15분
2023-07-18,7호선 (온수행),10분
2023-07-19,3호선 (하행선),5분
2023-07-19,3호선 (상행선),5분
2023-07-19,4호선 (하행선),10분
2023-07-19,4호선 (상행선),15분
2023-07-20,1호선 (상행선),5분
2023-07-20,2호선 (외선),10분
2023-07-20,3호선 (하행선),10분
2023-07-20,3호선 (상행선),10분
2023-07-20,4호선 (하행선),10분
2023-07-20,4호선 (상행선),10분
2023-07-20,7호선 (장암행),5분
2023-07-21,1호선 (하행선),20분
2023-07-21,1호선 (상행선),20분
2023-07-21,2호선 (외선),5분
2023-07-21,2호선 (내선),20분
2023-07-21,3호선 (하행선),5분
2023-07-21,3호선 (상행선),10분
2023-07-21,4호선 (하행선),15분
2023-07-21,4호선 (하행선),15분
2023-07-21,4호선 (상행선),15분
2023-07-21,7호선 (부천구청행),5분
2023-07-21,7호선 (장암행),5분
2023-07-22,3호선 (상행선),5분
2023-07-22,3호선 (하행선),5분
2023-07-22,4호선 (상행선),5분
2023-07-22,4호선 (하행선),5분
2023-07-23,3호선 (하행선),5분
2023-07-23,4호선 (하행선),5분
2023-07-23,4호선 (상행선),5분
2023-07-23,8호선 (암사행),20분
2023-07-23,8호선 (모란행),20분
2023-07-24,1호선 (하행선),10분
2023-07-24,1호선 (상행선),10분
2023-07-24,2호선 (외선),10분
2023-07-24,3호선 (하행선),10분
2023-07-24,3호선 (상행선),10분
2023-07-24,4호선 (하행선),15분
2023-07-24,4호선 (상행선),15분
2023-07-25,2호선 (외선),10분
2023-07-25,3호선 (하행선),10분
2023-07-25,3호선 (상행선),15분
2023-07-25,3호선 (하행선),10분
2023-07-25,3호선 (상행선),10분
2023-07-25,4호선 (하행선),10분
2023-07-25,4호선 (상행선),10분
2023-07-26,1호선 (하행선),30분
2023-07-26,1호선 (상행선),25분
2023-07-26,3호선 (상행선),10분
2023-07-26,3호선 (하행선),10분
2023-07-26,4호선 (상행선),10분
2023-07-26,4호선 (하행선),10분
2023-07-27,3호선 (하행선),10분
2023-07-27,3호선 (상행선),5분
2023-07-27,4호선 (하행선),10분
2023-07-27,4호선 (상행선),15분
2023-07-28,1호선 (하행선),10분
2023-07-28,1호선 (상행선),10분
2023-07-28,2호선 (외선),10분
2023-07-28,3호선 (하행선),10분
2023-07-28,3호선 (상행선),10분
2023-07-28,4호선 (하행선),10분
2023-07-28,4호선 (상행선),15분
2023-07-30,3호선 (하행선),5분
2023-07-30,3호선 (상행선),5분
2023-07-30,4호선 (상행선),10분
2023-07-30,4호선 (하행선),5분
2023-08-01,1호선 (하행선),5분
2023-08-01,1호선 (상행선),5분
2023-08-01,2호선 (외선),5분
2023-08-01,2호선 (내선),5분
2023-08-01,3호선 (하행선),10분
2023-08-01,3호선 (상행선),10분
2023-08-01,4호선 (하행선),10분
2023-08-01,4호선 (상행선),10분
2023-08-02,3호선 (하행선),10분
2023-08-02,3호선 (상행선),10분
2023-08-02,4호선 (하행선),10분
2023-08-02,4호선 (상행선),10분
2023-08-02,7호선 (온수행),25분
